Libelle_Departement,Libelle_Commune,Nombre_Etablissements,Population_Totale,Ratio_100k
SAONE ET LOIRE,71430 PALINGES,1,1437,69.59
SAONE ET LOIRE,71600 PARAY LE MONIAL,49,9653,507.61
SAONE ET LOIRE,71420 PERRECY LES FORGES,3,1568,191.33
SAONE ET LOIRE,71270 PIERRE DE BRESSE,6,1961,305.97
SAONE ET LOIRE,71960 PIERRECLOS,1,880,113.64
SAONE ET LOIRE,71960 PRISSE,3,1909,157.15
SAONE ET LOIRE,71290 RANCY,1,618,161.81
SAONE ET LOIRE,71570 ROMANECHE THORINS,4,2046,195.5
SAONE ET LOIRE,71470 ROMENAY,4,1763,226.89
SAONE ET LOIRE,71580 SAGY,1,1273,78.55
SAONE ET LOIRE,71240 ST AMBREUIL,1,539,185.53
SAONE ET LOIRE,71300 ST BERAIN SOUS SANVIGNES,1,1129,88.57
SAONE ET LOIRE,71390 ST BOIL,2,504,396.83
SAONE ET LOIRE,71220 ST BONNET DE JOUX,5,806,620.35
SAONE ET LOIRE,71800 ST CHRISTOPHE EN BRIONNAIS,2,526,380.23
SAONE ET LOIRE,71390 ST DESERT,1,918,108.93
SAONE ET LOIRE,71460 ST GENGOUX LE NATIONAL,7,1057,662.25
SAONE ET LOIRE,71330 ST GERMAIN DU BOIS,5,1981,252.4
SAONE ET LOIRE,71370 ST GERMAIN DU PLAIN,4,2412,165.84
SAONE ET LOIRE,71170 ST IGNY DE ROCHE,2,800,250.0
SAONE ET LOIRE,71990 ST LEGER SOUS BEUVRAY,2,380,526.32
SAONE ET LOIRE,71510 ST LEGER SUR DHEUNE,2,1577,126.82
SAONE ET LOIRE,71240 ST LOUP DE VARENNES,1,1275,78.43
SAONE ET LOIRE,71350 ST LOUP GEANGES,2,1700,117.65
SAONE ET LOIRE,71380 ST MARCEL,10,6370,156.99
SAONE ET LOIRE,71118 ST MARTIN BELLE ROCHE,3,1423,210.82
SAONE ET LOIRE,71620 ST MARTIN EN BRESSE,3,1972,152.13
SAONE ET LOIRE,71460 ST MARTIN LA PATROUILLE,1,66,1515.15
SAONE ET LOIRE,71740 ST MAURICE LES CHATEAUNEUF,3,609,492.61
SAONE ET LOIRE,71100 ST REMY,20,6629,301.7
SAONE ET LOIRE,71200 ST SERNIN DU BOIS,1,1764,56.69
SAONE ET LOIRE,71230 ST VALLIER,11,8644,127.26
SAONE ET LOIRE,71430 ST VINCENT BRAGNY,1,1024,97.66
SAONE ET LOIRE,71600 ST YAN,3,1161,258.4
SAONE ET LOIRE,71390 STE HELENE,1,519,192.68
SAONE ET LOIRE,71250 SALORNAY SUR GUYE,2,879,227.53
SAONE ET LOIRE,71000 SANCE,3,2205,136.05
SAONE ET LOIRE,71410 SANVIGNES LES MINES,3,4328,69.32
SAONE ET LOIRE,71110 SEMUR EN BRIONNAIS,1,626,159.74
SAONE ET LOIRE,71240 SENNECEY LE GRAND,13,2978,436.53
SAONE ET LOIRE,71100 SEVREY,5,1231,406.17
SAONE ET LOIRE,71290 SIMANDRE,1,1786,55.99
SAONE ET LOIRE,71330 SIMARD,5,1195,418.41
SAONE ET LOIRE,71210 TORCY,2,2843,70.35
SAONE ET LOIRE,71270 TORPES,1,379,263.85
SAONE ET LOIRE,71320 TOULON SUR ARROUX,5,1472,339.67
SAONE ET LOIRE,71700 TOURNUS,31,5931,522.68
SAONE ET LOIRE,71520 TRAMAYES,6,1085,553.0
SAONE ET LOIRE,71240 VARENNES LE GRAND,5,2331,214.5
SAONE ET LOIRE,71000 VARENNES LES MACON,2,588,340.14
SAONE ET LOIRE,71480 VARENNES ST SAUVEUR,3,1143,262.47
SAONE ET LOIRE,71120 VAUDEBARRIER,1,244,409.84
SAONE ET LOIRE,71350 VERDUN SUR LE DOUBS,2,952,210.08
SAONE ET LOIRE,71220 VEROSVRES,2,444,450.45
SAONE ET LOIRE,71260 VIRE,3,1250,240.0
SAONE ET LOIRE,71530 VIREY LE GRAND,3,1466,204.64
SARTHE,72700 ALLONNES,28,10864,257.73
SARTHE,72610 ARCONNAY,1,2141,46.71
SARTHE,72230 ARNAGE,3,5577,53.79
SARTHE,72800 AUBIGNE RACAN,1,2151,46.49
SARTHE,72300 AUVERS LE HAMON,1,1479,67.61
SARTHE,72290 BALLON ST MARS,6,2298,261.1
SARTHE,72200 BAZOUGES CRE SUR LOIR,1,1994,50.15
SARTHE,72110 BEAUFAY,1,1539,64.98
SARTHE,72170 BEAUMONT SUR SARTHE,8,2003,399.4
SARTHE,72160 BEILLE,1,546,183.15
SARTHE,72310 BESSE SUR BRAYE,2,2075,96.39
SARTHE,72110 BONNETABLE,9,3778,238.22
SARTHE,72440 BOULOIRE,4,2153,185.79
SARTHE,72250 BRETTE LES PINS,1,2269,44.07
SARTHE,72350 BRULON,4,1555,257.23
SARTHE,72330 CERANS FOULLETOURTE,1,3413,29.3
SARTHE,72340 CHAHAIGNES,1,678,147.49
SARTHE,72470 CHAMPAGNE,3,3743,80.15
SARTHE,72610 CHAMPFLEUR,1,1330,75.19
SARTHE,72560 CHANGE,8,6970,114.78
SARTHE,72430 CHANTENAY VILLEDIEU,1,834,119.9
SARTHE,72550 CHAUFOUR NOTRE DAME,1,1188,84.18
SARTHE,72170 CHERANCE,1,357,280.11
SARTHE,72350 CHEVILLE,1,368,271.74
SARTHE,72240 CONLIE,5,1860,268.82
SARTHE,72160 CONNERRE,3,2881,104.13
SARTHE,72190 COULAINES,15,8168,183.64
SARTHE,72550 COULANS SUR GEE,4,1693,236.27
SARTHE,72150 COURDEMANCHE,1,623,160.51
SARTHE,72390 DOLLON,1,1453,68.82
SARTHE,72220 ECOMMOY,7,4900,142.86
SARTHE,72700 ETIVAL LES LE MANS,1,1888,52.97
SARTHE,72500 FLEE,1,536,186.57
SARTHE,72130 FRESNAY SUR SARTHE,9,2953,304.77
SARTHE,72610 FYE,1,1040,96.15
SARTHE,72230 GUECELARD,1,3240,30.86
SARTHE,72540 JOUE EN CHARNIE,1,607,164.74
SARTHE,72650 LA BAZOGE,3,3831,78.31
SARTHE,72300 LA CHAPELLE D ALIGNE,1,1751,57.11
SARTHE,72650 LA CHAPELLE ST AUBIN,11,2319,474.34
SARTHE,72340 LA CHARTRE SUR LE LOIR,3,1390,215.83
SARTHE,72400 LA FERTE BERNARD,36,9041,398.19
SARTHE,72200 LA FLECHE,41,16115,254.42
SARTHE,72650 LA MILESSE,1,2666,37.51
SARTHE,72210 LA SUZE SUR SARTHE,5,4692,106.56
SARTHE,72220 LAIGNE EN BELIN,2,2310,86.58
SARTHE,72200 LE BAILLEUL,5,1245,401.61
SARTHE,72370 LE BREIL SUR MERIZE,6,1594,376.41
SARTHE,72150 LE GRAND LUCE,9,1962,458.72
SARTHE,72390 LE LUART,3,1474,203.53
SARTHE,72800 LE LUDE,8,4073,196.42
SARTHE,72100 LE MANS,296,147846,200.21
SARTHE,72340 LOIR EN VALLEE,5,2127,235.07
SARTHE,72450 LOMBRON,1,1961,50.99
SARTHE,72540 LOUE,4,2135,187.35
SARTHE,72800 LUCHE PRINGE,2,1552,128.87
SARTHE,72270 MALICORNE SUR SARTHE,1,1916,52.19
SARTHE,72600 MAMERS,26,5239,496.28
SARTHE,72510 MANSIGNE,2,1572,127.23
SARTHE,72340 MARCON,1,1087,92.0
SARTHE,72260 MAROLLES LES BRAULTS,10,2064,484.5
SARTHE,72360 MAYET,3,3235,92.74
SARTHE,72270 MEZERAY,1,1884,53.08
SARTHE,72230 MONCE EN BELIN,1,3762,26.58
SARTHE,72450 MONTFORT LE GESNOIS,4,2964,134.95
SARTHE,72320 MONTMIRAIL,2,371,539.08
SARTHE,72500 MONTVAL SUR LOIR,21,5906,355.57
SARTHE,72230 MULSANNE,4,5372,74.46
SARTHE,72600 NEUFCHATEL EN SAOSNOIS,2,1041,192.12
SARTHE,72190 NEUVILLE SUR SARTHE,1,2511,39.82
SARTHE,72110 NOGENT LE BERNARD,1,901,110.99
SARTHE,72430 NOYEN SUR SARTHE,2,2636,75.87
SARTHE,72300 PARCE SUR SARTHE,2,2055,97.32
SARTHE,72250 PARIGNE L EVEQUE,5,5466,91.47
SARTHE,72330 PARIGNE LE POLIN,1,1059,94.43
SARTHE,72510 PONTVALLAIN,4,1637,244.35
SARTHE,72300 PRECIGNE,6,3001,199.93
SARTHE,72210 ROEZE SUR SARTHE,3,2612,114.85
SARTHE,72700 ROUILLON,3,2641,113.59
SARTHE,72230 RUAUDIN,5,3557,140.57
SARTHE,72300 SABLE SUR SARTHE,33,12681,260.23
SARTHE,72120 ST CALAIS,24,3170,757.1
SARTHE,72110 ST COSME EN VAIRAIS,4,1927,207.58
SARTHE,72350 ST DENIS D ORQUES,2,761,262.81
SARTHE,72700 ST GEORGES DU BOIS,2,2253,88.77
SARTHE,72430 ST JEAN DU BOIS,1,623,160.51
SARTHE,72220 ST MARS D OUTILLE,3,2507,119.66
SARTHE,72470 ST MARS LA BRIERE,1,2747,36.4
SARTHE,72440 ST MICHEL DE CHAVAIGNES,1,749,133.51
SARTHE,72610 ST PATERNE LE CHEVAIN,1,2339,42.75
SARTHE,72190 ST PAVACE,3,2051,146.27
SARTHE,72150 ST PIERRE DU LOROUER,1,371,269.54
SARTHE,72140 ST REMY DE SILLE,2,846,236.41
SARTHE,72650 ST SATURNIN,16,2859,559.64
SARTHE,72150 ST VINCENT DU LOROUER,1,840,119.05
SARTHE,72380 STE JAMME SUR SARTHE,2,1996,100.2
SARTHE,72190 SARGE LES LE MANS,8,3961,201.97
SARTHE,72460 SAVIGNE L EVEQUE,3,4120,72.82
SARTHE,72140 SILLE LE GUILLAUME,13,2277,570.93
SARTHE,72300 SOLESMES,7,1269,551.62
SARTHE,72130 SOUGE LE GANELON,2,858,233.1
SARTHE,72700 SPAY,1,2870,34.84
SARTHE,72220 TELOCHE,2,3106,64.39
SARTHE,72240 TENNIE,1,1035,96.62
SARTHE,72500 THOIRE SUR DINAN,1,405,246.91
SARTHE,72160 THORIGNE SUR DUE,4,1690,236.69
SARTHE,72440 TRESSON,1,520,192.31
SARTHE,72160 TUFFE VAL DE LA CHERONNE,1,1684,59.38
SARTHE,72500 VAAS,2,1412,141.64
SARTHE,72540 VALLON SUR GEE,1,789,126.74
SARTHE,72320 VIBRAYE,5,2548,196.23
SARTHE,72600 VILLENEUVE EN PERSEIGNE,2,2228,89.77
SARTHE,72530 YVRE L EVEQUE,6,4284,140.06
SARTHE,72330 YVRE LE POLIN,1,1755,56.98
SAVOIE,73210 AIME LA PLAGNE,5,4519,110.64
SAVOIE,73220 AITON,3,1836,163.4
SAVOIE,73100 AIX LES BAINS,63,32697,192.68
SAVOIE,73200 ALBERTVILLE,62,20246,306.23
SAVOIE,73000 BARBERAZ,4,5365,74.56
SAVOIE,73230 BARBY,6,3609,166.25
SAVOIE,73000 BASSENS,13,5246,247.81
SAVOIE,73270 BEAUFORT SUR DORON,3,2083,144.02
SAVOIE,73330 BELMONT TRAMONET,1,524,190.84
SAVOIE,73700 BOURG ST MAURICE,15,7515,199.6
SAVOIE,73390 BOURGNEUF,1,677,147.71
SAVOIE,73350 BOZEL,3,2078,144.37
SAVOIE,73570 BRIDES LES BAINS,2,471,424.63
SAVOIE,73100 BRISON ST INNOCENT,3,2518,119.14
SAVOIE,73190 CHALLES LES EAUX,17,5847,290.75
SAVOIE,73000 CHAMBERY,141,61808,228.13
SAVOIE,73390 CHAMOUX SUR GELON,2,982,203.67
SAVOIE,73310 CHINDRIEUX,3,1511,198.54
SAVOIE,73160 COGNIN,21,6902,304.26
SAVOIE,73800 COISE ST JEAN PIED GAUTHIE,1,1333,75.02
SAVOIE,73120 COURCHEVEL,3,2371,126.53
SAVOIE,73420 DRUMETTAZ CLARAFOND,3,3085,97.24
SAVOIE,73410 ENTRELACS,4,6605,60.56
SAVOIE,73670 ENTREMONT LE VIEUX,2,663,301.66
SAVOIE,73220 EPIERRE,1,778,128.53
SAVOIE,73540 ESSERTS BLAY,1,765,130.72
SAVOIE,73590 FLUMET,3,816,367.65
SAVOIE,73500 FOURNEAUX,1,708,141.24
SAVOIE,73460 FRONTENEX,5,1963,254.71
SAVOIE,73200 GILLY SUR ISERE,3,3174,94.52
SAVOIE,73260 GRAND AIGUEBLANCHE,4,3900,102.56
SAVOIE,73100 GRESY SUR AIX,5,4735,105.6
SAVOIE,73460 GRESY SUR ISERE,1,1239,80.71
SAVOIE,73200 GRIGNON,1,2144,46.64
SAVOIE,73620 HAUTELUCE,1,764,130.89
SAVOIE,73000 JACOB BELLECOMBETTE,2,4402,45.43
SAVOIE,73540 LA BATHIE,3,2207,135.93
SAVOIE,73410 LA BIOLLE,1,2972,33.65
SAVOIE,73520 LA BRIDOIRE,1,1225,81.63
SAVOIE,73130 LA CHAMBRE,3,1210,247.93
SAVOIE,73260 LA LECHERE,2,2583,77.43
SAVOIE,73290 LA MOTTE SERVOLEX,16,12835,124.66
SAVOIE,73210 LA PLAGNE TARENTAISE,2,3956,50.56
SAVOIE,73490 LA RAVOIRE,14,9708,144.21
SAVOIE,73370 LE BOURGET DU LAC,3,5168,58.05
SAVOIE,73630 LE CHATELARD,4,705,567.38
SAVOIE,73330 LE PONT DE BEAUVOISIN,7,2137,327.56
SAVOIE,73550 LES ALLUES,2,1797,111.3
SAVOIE,73260 LES AVANCHERS VALMOREL,1,750,133.33
SAVOIE,73440 LES BELLEVILLE,5,3565,140.25
SAVOIE,73360 LES ECHELLES,7,1289,543.06
SAVOIE,73340 LESCHERAINES,1,815,122.7
SAVOIE,73470 MARCIEUX,1,245,408.16
SAVOIE,73200 MERCURY,1,3560,28.09
SAVOIE,73500 MODANE,12,3019,397.48
SAVOIE,73460 MONTAILLEUR,1,688,145.35
SAVOIE,73100 MONTCEL,1,1129,88.57
SAVOIE,73800 MONTMELIAN,9,4113,218.82
SAVOIE,73870 MONTRICHER ALBANNE,1,487,205.34
SAVOIE,73700 MONTVALEZAN,1,738,135.5
SAVOIE,73600 MOUTIERS TARENTAISE,17,3884,437.69
SAVOIE,73100 MOUXY,1,2347,42.61
SAVOIE,73590 NOTRE DAME DE BELLECOMBE,1,481,207.9
SAVOIE,73460 NOTRE DAME DES MILLIERES,1,1028,97.28
SAVOIE,73470 NOVALAISE,2,2311,86.54
SAVOIE,73210 PEISEY NANCROIX,1,640,156.25
SAVOIE,73800 PORTE DE SAVOIE,4,4015,99.63
SAVOIE,73710 PRALOGNAN LA VANOISE,2,723,276.63
SAVOIE,73230 ST ALBAN LEYSSE,17,6817,249.38
SAVOIE,73130 ST AVRE,1,916,109.17
SAVOIE,73190 ST BALDOPH,6,2878,208.48
SAVOIE,73130 ST ETIENNE DE CUINES,1,1217,82.17
SAVOIE,73130 ST FRANCOIS LONGCHAMP,1,497,201.21
SAVOIE,73240 ST GENIX LES VILLAGES,5,3084,162.13
SAVOIE,73230 ST JEAN D ARVEY,1,1763,56.72
SAVOIE,73250 ST JEAN DE LA PORTE,1,1035,96.62
SAVOIE,73300 ST JEAN DE MAURIENNE,28,7856,356.42
SAVOIE,73190 ST JEOIRE PRIEURE,2,2012,99.4
SAVOIE,73870 ST JULIEN MONT DENIS,1,1546,64.68
SAVOIE,73130 ST MARTIN SUR LA CHAMBRE,3,543,552.49
SAVOIE,73140 ST MICHEL DE MAURIENNE,6,2675,224.3
SAVOIE,73250 ST PIERRE D ALBIGNY,9,4283,210.13
SAVOIE,73670 ST PIERRE D ENTREMONT,1,417,239.81
SAVOIE,73310 ST PIERRE DE CURTILLE,1,492,203.25
SAVOIE,73530 ST SORLIN D ARVES,2,355,563.38
SAVOIE,73460 ST VITAL,1,781,128.04
SAVOIE,73800 STE HELENE DU LAC,1,850,117.65
SAVOIE,73600 SALINS FONTAINE,4,982,407.33
SAVOIE,73700 SEEZ,2,2510,79.68
SAVOIE,73320 TIGNES,2,2090,95.69
SAVOIE,73100 TRESSERVE,4,3029,132.06
SAVOIE,73400 UGINE,9,7373,122.07
SAVOIE,73480 VAL CENIS,2,2128,93.98
SAVOIE,73220 VAL D ARC,5,2033,245.94
SAVOIE,73150 VAL D ISERE,1,1619,61.77
SAVOIE,73110 VALGELON LA ROCHETTE,6,4250,141.18
SAVOIE,73450 VALLOIRE,1,1101,90.83
SAVOIE,73450 VALMEINIER,1,581,172.12
SAVOIE,73300 VILLAREMBERT,1,254,393.7
SAVOIE,73160 VIMINES,1,2351,42.54
SAVOIE,73420 VIVIERS DU LAC,2,2339,85.51
SAVOIE,73420 VOGLANS,3,2029,147.86
SAVOIE,73170 YENNE,9,3074,292.78
SEINE ET MARNE,77120 AMILLIS,2,826,242.13
SEINE ET MARNE,77410 ANNET SUR MARNE,3,3380,88.76
SEINE ET MARNE,77630 ARBONNE LA FORET,2,1022,195.69
SEINE ET MARNE,77720 AUBEPIERRE OZOUER LE REPOS,1,976,102.46
SEINE ET MARNE,77120 AULNOY,2,372,537.63
SEINE ET MARNE,77210 AVON,23,13750,167.27
SEINE ET MARNE,77167 BAGNEAUX SUR LOING,1,1597,62.62
SEINE ET MARNE,77700 BAILLY ROMAINVILLIERS,7,7130,98.18
SEINE ET MARNE,77630 BARBIZON,1,1305,76.63
SEINE ET MARNE,77890 BEAUMONT DU GATINAIS,2,1152,173.61
SEINE ET MARNE,77320 BETON BAZOCHES,1,934,107.07
SEINE ET MARNE,77590 BOIS LE ROI,7,6165,113.54
SEINE ET MARNE,77350 BOISSETTES,1,440,227.27
SEINE ET MARNE,77350 BOISSISE LA BERTRAND,2,1210,165.29
SEINE ET MARNE,77310 BOISSISE LE ROI,3,3866,77.6
SEINE ET MARNE,77169 BOISSY LE CHATEL,1,3359,29.77
SEINE ET MARNE,77720 BOMBON,1,945,105.82
SEINE ET MARNE,77570 BOUGLIGNY,1,742,134.77
SEINE ET MARNE,77780 BOURRON MARLOTTE,3,2869,104.57
SEINE ET MARNE,77480 BRAY SUR SEINE,10,2394,417.71
SEINE ET MARNE,77170 BRIE COMTE ROBERT,24,19258,124.62
SEINE ET MARNE,77177 BROU SUR CHANTEREINE,8,5127,156.04
SEINE ET MARNE,77600 BUSSY ST GEORGES,22,26647,82.56
SEINE ET MARNE,77600 BUSSY ST MARTIN,5,743,672.95
SEINE ET MARNE,77130 CANNES ECLUSE,3,2770,108.3
SEINE ET MARNE,77930 CELY EN BIERE,1,1280,78.12
SEINE ET MARNE,77240 CESSON,15,11238,133.48
SEINE ET MARNE,77930 CHAILLY EN BIERE,5,2208,226.45
SEINE ET MARNE,77260 CHAMIGNY,1,1489,67.16
SEINE ET MARNE,77430 CHAMPAGNE SUR SEINE,5,6643,75.27
SEINE ET MARNE,77720 CHAMPEAUX,1,826,121.07
SEINE ET MARNE,77420 CHAMPS SUR MARNE,26,26803,97.0
SEINE ET MARNE,77600 CHANTELOUP EN BRIE,4,4218,94.83
SEINE ET MARNE,77410 CHARNY,3,1597,187.85
SEINE ET MARNE,77590 CHARTRETTES,2,2632,75.99
SEINE ET MARNE,77570 CHATEAU LANDON,7,3198,218.89
SEINE ET MARNE,77124 CHAUCONIN NEUFMONTIERS,3,3755,79.89
SEINE ET MARNE,77390 CHAUMES EN BRIE,3,3488,86.01
SEINE ET MARNE,77500 CHELLES,57,54665,104.27
SEINE ET MARNE,77160 CHENOISE CUCHARMOY,3,1642,182.7
SEINE ET MARNE,77700 CHESSY,6,7299,82.2
SEINE ET MARNE,77173 CHEVRY COSSIGNY,2,4061,49.25
SEINE ET MARNE,77320 CHOISY EN BRIE,2,1354,147.71
SEINE ET MARNE,77410 CLAYE SOUILLY,25,12467,200.53
SEINE ET MARNE,77090 COLLEGIEN,3,3375,88.89
SEINE ET MARNE,77380 COMBS LA VILLE,25,22874,109.29
SEINE ET MARNE,77600 CONCHES SUR GONDOIRE,2,1778,112.49
SEINE ET MARNE,77450 CONDE STE LIBIAIRE,1,1482,67.48
SEINE ET MARNE,77170 COUBERT,7,1955,358.06
SEINE ET MARNE,77860 COUILLY PONT AUX DAMES,2,2161,92.55
SEINE ET MARNE,77120 COULOMMIERS,49,15875,308.66
SEINE ET MARNE,77700 COUPVRAY,4,3040,131.58
SEINE ET MARNE,77181 COURTRY,2,7154,27.96
SEINE ET MARNE,77580 CRECY LA CHAPELLE,4,4939,80.99
SEINE ET MARNE,77124 CREGY LES MEAUX,1,5457,18.33
SEINE ET MARNE,77183 CROISSY BEAUBOURG,2,1989,100.55
SEINE ET MARNE,77840 CROUY SUR OURCQ,1,1832,54.59
SEINE ET MARNE,77190 DAMMARIE LES LYS,33,23371,141.2
SEINE ET MARNE,77230 DAMMARTIN EN GOELE,8,11585,69.05
SEINE ET MARNE,77400 DAMPMART,3,3692,81.26
SEINE ET MARNE,77520 DONNEMARIE DONTILLY,5,2768,180.64
SEINE ET MARNE,77130 DORMELLES,1,817,122.4
SEINE ET MARNE,77620 EGREVILLE,2,2204,90.74
SEINE ET MARNE,77184 EMERAINVILLE,7,7569,92.48
SEINE ET MARNE,77450 ESBLY,10,6293,158.91
SEINE ET MARNE,77166 EVRY GREGY SUR YERRE,1,3262,30.66
SEINE ET MARNE,77515 FAREMOUTIERS,3,3063,97.94
SEINE ET MARNE,77150 FEROLLES ATTILLY,3,1260,238.1
SEINE ET MARNE,77164 FERRIERES EN BRIE,1,3927,25.46
SEINE ET MARNE,77930 FLEURY EN BIERE,1,699,143.06
SEINE ET MARNE,77300 FONTAINEBLEAU,32,16308,196.22
SEINE ET MARNE,77610 FONTENAY TRESIGNY,10,5934,168.52
SEINE ET MARNE,77410 FRESNES SUR MARNE,1,953,104.93
SEINE ET MARNE,77220 GRETZ ARMAINVILLIERS,7,8750,80.0
SEINE ET MARNE,77880 GREZ SUR LOING,1,1493,66.98
SEINE ET MARNE,77580 GUERARD,2,2700,74.07
SEINE ET MARNE,77390 GUIGNES,4,4462,89.65
SEINE ET MARNE,77515 HAUTEFEUILLE,3,259,1158.3
SEINE ET MARNE,77850 HERICY,2,2607,76.72
SEINE ET MARNE,77450 ISLES LES VILLENOY,1,1153,86.73
SEINE ET MARNE,77600 JOSSIGNY,10,649,1540.83
SEINE ET MARNE,77640 JOUARRE,8,4306,185.79
SEINE ET MARNE,77970 JOUY LE CHATEL,2,1599,125.08
SEINE ET MARNE,77320 JOUY SUR MORIN,1,2245,44.54
SEINE ET MARNE,77230 JUILLY,4,2048,195.31
SEINE ET MARNE,77720 LA CHAPELLE GAUTHIER,1,1403,71.28
SEINE ET MARNE,77760 LA CHAPELLE LA REINE,5,2266,220.65
SEINE ET MARNE,77320 LA FERTE GAUCHER,10,4796,208.51
SEINE ET MARNE,77260 LA FERTE SOUS JOUARRE,18,10089,178.41
SEINE ET MARNE,77130 LA GRANDE PAROISSE,3,2938,102.11
SEINE ET MARNE,77000 LA ROCHETTE,7,4011,174.52
SEINE ET MARNE,77400 LAGNY SUR MARNE,38,21628,175.7
SEINE ET MARNE,77820 LE CHATELET EN BRIE,5,4295,116.41
SEINE ET MARNE,77350 LE MEE SUR SEINE,16,19676,81.32
SEINE ET MARNE,77990 LE MESNIL AMELOT,3,997,300.9
SEINE ET MARNE,77181 LE PIN,1,1539,64.98
SEINE ET MARNE,77123 LE VAUDOUE,1,748,133.69
SEINE ET MARNE,77560 LES MARETS,1,157,636.94
SEINE ET MARNE,77134 LES ORMES SUR VOULZIE,1,871,114.81
SEINE ET MARNE,77450 LESCHES,1,776,128.87
SEINE ET MARNE,77150 LESIGNY,2,7133,28.04
SEINE ET MARNE,77127 LIEUSAINT,21,14181,148.09
SEINE ET MARNE,77000 LIVRY SUR SEINE,4,2252,177.62
SEINE ET MARNE,77440 LIZY SUR OURCQ,5,3593,139.16
SEINE ET MARNE,77185 LOGNES,19,14732,128.97
SEINE ET MARNE,77230 LONGPERRIER,4,2920,136.99
SEINE ET MARNE,77650 LONGUEVILLE,4,1828,218.82
SEINE ET MARNE,77710 LORREZ LE BOCAGE PREAUX,1,1262,79.24
SEINE ET MARNE,77138 LUZANCY,1,1099,90.99
SEINE ET MARNE,77700 MAGNY LE HONGRE,7,9203,76.06
SEINE ET MARNE,77950 MAINCY,3,1887,158.98
SEINE ET MARNE,77580 MAISONCELLES EN BRIE,1,979,102.15
SEINE ET MARNE,77100 MAREUIL LES MEAUX,8,3355,238.45
SEINE ET MARNE,77454 MARNE LA VALLEE CEDEX 2,5,0,0.0
SEINE ET MARNE,77130 MAROLLES SUR SEINE,1,1817,55.04
SEINE ET MARNE,77440 MARY SUR MARNE,3,1141,262.93
SEINE ET MARNE,77990 MAUREGARD,1,355,281.69
SEINE ET MARNE,77100 MEAUX,122,57121,213.58
SEINE ET MARNE,77000 MELUN,92,43919,209.48
SEINE ET MARNE,77290 MITRY MORY,19,20474,92.8
SEINE ET MARNE,77550 MOISSY CRAMAYEL,20,18631,107.35
SEINE ET MARNE,77140 MONTCOURT FROMONVILLE,1,1940,51.55
SEINE ET MARNE,77875 MONTEREAU CEDEX,6,22040,27.22
SEINE ET MARNE,77130 MONTEREAU FAULT YONNE,39,22040,176.95
SEINE ET MARNE,77144 MONTEVRAIN,15,14927,100.49
SEINE ET MARNE,77122 MONTHYON,2,1757,113.83
SEINE ET MARNE,77520 MONTIGNY LENCOUP,1,1382,72.36
SEINE ET MARNE,77690 MONTIGNY SUR LOING,1,2705,36.97
SEINE ET MARNE,77450 MONTRY,1,3892,25.69
SEINE ET MARNE,77250 MORET LOING ET ORVANNE,16,12857,124.45
SEINE ET MARNE,77720 MORMANT,5,5319,94.0
SEINE ET MARNE,77163 MORTCERF,2,1422,140.65
SEINE ET MARNE,77120 MOUROUX,4,5932,67.43
SEINE ET MARNE,77230 MOUSSY LE NEUF,1,3283,30.46
SEINE ET MARNE,77176 NANDY,4,6368,62.81
SEINE ET MARNE,77370 NANGIS,18,8977,200.51
SEINE ET MARNE,77710 NANTEAU SUR LUNAIN,1,699,143.06
SEINE ET MARNE,77100 NANTEUIL LES MEAUX,3,7120,42.13
SEINE ET MARNE,77140 NEMOURS,40,13266,301.52
SEINE ET MARNE,77610 NEUFMOUTIERS EN BRIE,3,1283,233.83
SEINE ET MARNE,77186 NOISIEL,21,16022,131.07
SEINE ET MARNE,77440 OCQUERRE,1,395,253.16
SEINE ET MARNE,77280 OTHIS,3,6810,44.05
SEINE ET MARNE,77330 OZOIR LA FERRIERE,21,21181,99.15
SEINE ET MARNE,77830 PAMFOU,1,982,101.83
SEINE ET MARNE,77970 PECY,1,857,116.69
SEINE ET MARNE,77124 PENCHARD,1,1370,72.99
SEINE ET MARNE,77930 PERTHES,2,2108,94.88
SEINE ET MARNE,77515 POMMEUSE,1,3069,32.58
SEINE ET MARNE,77400 POMPONNE,2,4186,47.78
SEINE ET MARNE,77340 PONTAULT COMBAULT,34,39163,86.82
SEINE ET MARNE,77135 PONTCARRE,1,2170,46.08
SEINE ET MARNE,77220 PRESLES EN BRIE,2,2370,84.39
SEINE ET MARNE,77310 PRINGY,1,3894,25.68
SEINE ET MARNE,77160 PROVINS,42,12124,346.42
SEINE ET MARNE,77860 QUINCY VOISINS,2,5576,35.87
SEINE ET MARNE,77370 RAMPILLON,1,845,118.34
SEINE ET MARNE,77550 REAU,1,2052,48.73
SEINE ET MARNE,77510 REBAIS,3,2314,129.65
SEINE ET MARNE,95741 ROISSY CHARLES DE GAULLE C,1,0,0.0
SEINE ET MARNE,77680 ROISSY EN BRIE,24,23659,101.44
SEINE ET MARNE,77540 ROZAY EN BRIE,6,2860,209.79
SEINE ET MARNE,77950 RUBELLES,4,3484,114.81
SEINE ET MARNE,77730 SAACY SUR MARNE,2,1887,105.99
SEINE ET MARNE,77515 ST AUGUSTIN,1,1894,52.8
SEINE ET MARNE,77750 ST CYR SUR MORIN,1,1985,50.38
SEINE ET MARNE,77310 ST FARGEAU PONTHIERRY,14,15223,91.97
